mmsi,country_name,Search,Manual Label,Notes,Person,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs,fishing_fraction
412574148,China,https://www.google.com/search?q=mmsi%20412574148,,,,1,1,8.92188835144043,Cargo_Tanker,0.9993695616722107,Trawlers,1.2222735676914454E-6,Cargo,0.9528013467788696,Trawlers,2.04604066311731E-6,4366,4053,1870.48125,157,0,0,CHN,,50.0,1.0,8.0,167,,,,,,,,,0.0387367382186035
412986556,China,https://www.google.com/search?q=mmsi%20412986556,,,,3,1,14.191234429677328,Cargo_Tanker,0.9993293484052023,Trawlers,1.5229965526941669E-5,Cargo,0.7630921403566996,Trawlers,1.1185231642230065E-5,6167,4512,3508.4816666666657,236,409,0,CHN,,54.0,1.0,8.0,1313,,,,,,,,,0.05230496453900709
412417959,China,https://www.google.com/search?q=mmsi%20412417959,,,,1,1,5.239997863769531,Passenger,0.9993005990982056,Trawlers,4.285242175683379E-4,Sailing,0.9979740977287292,Trawlers,0.0015254446770995855,1954,1367,1049.5645833333333,44,265,0,CHN,,40.0,1.0,8.0,584,6626.628611111111,9,,,,,,,0.03218727139722019
413979603,China,https://www.google.com/search?q=mmsi%20413979603,,,,4,1,21.427066564559937,Cargo_Tanker,0.9992982745170593,Squid,3.202669706650271E-8,Cargo,0.9661093801259995,Squid,3.477477446257003E-8,8772,6032,3357.2038888888897,0,1210,0,CHN,,57.99786563208072,1.5,10.075925569663546,1169,,,,,,,,,0.0
413776758,China,https://www.google.com/search?q=mmsi%20413776758,,,,3,1,23.560994466145832,Cargo_Tanker,0.9992506305376688,Squid,2.052583621588629E-8,Cargo,0.973634680112203,Squid,1.71635450666822E-8,5551,4055,1840.98375,0,1512,0,CHN,,45.03389830508475,3.0,8.033898305084746,1947,,,,,,,,,0.0
413466150,China,https://www.google.com/search?q=mmsi%20413466150,,,,8,1,13.827915251255035,Cargo_Tanker,0.9991596713662148,Trawlers,5.396106335063544E-6,Cargo,0.8260219097137451,Trawlers,4.537054419825187E-6,17874,5727,5115.76125,0,4518,0,CHN,,53.0,1.0,12.038701628052316,3993,,,,,,,,,0.0
413981523,China,https://www.google.com/search?q=mmsi%20413981523,,,,6,1,16.05407428741455,Cargo_Tanker,0.9991499781608582,Trawlers,2.1571373789071775E-8,Cargo,0.935133546590805,Trawlers,1.8658682293670736E-8,4219,1069,453.7165277777778,0,0,0,CHN,,52.0,1.0,12.0,105,,,,,,,,,0.0
413360310,China,https://www.google.com/search?q=mmsi%20413360310,,,,8,1,21.444326043128967,Cargo_Tanker,0.9991484805941582,Trawlers,1.8244433880321154E-8,Cargo,0.8719160780310631,Trawlers,3.7862286694778646E-8,16400,6246,2392.4565277777774,108,0,0,CHN,,55.0,1.0,9.07202216066482,722,,,,,,,,,0.01729106628242075
413973879,China,https://www.google.com/search?q=mmsi%20413973879,,,,8,1,10.146613836288452,Cargo_Tanker,0.9991330653429031,Trawlers,6.4867700521627604E-9,Cargo,0.9614944830536842,Trawlers,6.309823844659562E-9,8438,6113,7745.644861111111,0,4551,0,CHN,,42.0,1.0,9.160654919231186,3892,,,,,,,38.73277777777778,1,0.0
413793706,China,https://www.google.com/search?q=mmsi%20413793706,,,,4,1,11.611681818962097,Cargo_Tanker,0.999127060174942,Trawlers,1.3336485594800558E-9,Cargo,0.9393284171819687,Trawlers,1.4489533578228384E-9,8064,2979,2706.322638888889,0,1063,0,CHN,,55.0,1.0,11.0,1135,,,,,,,,,0.0
413455750,China,https://www.google.com/search?q=mmsi%20413455750,,,,3,1,21.515073776245117,Cargo_Tanker,0.9991025328636169,Trawlers,3.802627498809367E-7,Tanker,0.6328560809294382,Trawlers,3.219065523770344E-7,70503,7315,871.5945833333338,0,0,0,CHN,,50.0,1.0,12.0,50363,,,,,,,,,0.0
413990301,China,https://www.google.com/search?q=mmsi%20413990301,,,,6,1,19.539883613586426,Cargo_Tanker,0.9989930391311646,Trawlers,2.8678140494287074E-8,Cargo,0.9677880803743998,Squid,1.5997715407019737E-8,3027,2803,2693.345416666667,0,1042,0,CHN,,48.99885452462772,1.3333333333333333,9.029782359679267,1352,,,,,,,,,0.0
413763514,China,https://www.google.com/search?q=mmsi%20413763514,,,,4,1,15.029246091842651,Cargo_Tanker,0.9989309757947922,Trawlers,6.661929475605677E-8,Cargo,0.9612408429384232,Trawlers,6.179941873865613E-8,2042,1456,926.7941666666667,0,462,0,CHN,,52.0,1.0,73.77090909090909,550,,,,,,,,,0.0
412478716,China,https://www.google.com/search?q=mmsi%20412478716,,,,3,1,-0.2174825668334961,Passenger,0.9989199638366699,Trawlers,3.046671030959569E-6,Sailing,0.9973929127057394,Trawlers,7.179109650641095E-6,5054,4733,4717.896111111111,187,1802,0,CHN,,30.0,1.0,8.0,1983,,,,,,,1.0330555555555556,1,0.03950982463553771
413807388,China,https://www.google.com/search?q=mmsi%20413807388,,,,3,1,20.826004187266033,Cargo_Tanker,0.99884565671285,Trawlers,8.472680529392207E-9,Cargo,0.960543175538381,Trawlers,6.202589277840935E-9,1218,1147,992.823888888889,0,333,0,CHN,,45.0,1.0,8.0,547,,,,,,,,,0.0
412478735,China,https://www.google.com/search?q=mmsi%20412478735,,,,1,1,27.9415283203125,Passenger,0.9987366795539856,Trawlers,3.234209344782357E-8,Sailing,0.8519358038902283,Trawlers,6.98086705597234E-6,2494,2234,2536.7645833333336,100,688,0,CHN,,18.260135814889335,1.6666666666666667,3.76898893360161,1048,1216.428611111111,4,,,,,51.383611111111115,2,0.044762757385854966
412478335,China,https://www.google.com/search?q=mmsi%20412478335,,,,1,1,-1.7822933197021484,Passenger,0.9987234473228455,Trawlers,8.968521142378449E-4,Sailing,0.9986806511878967,Trawlers,5.502844578586519E-4,1757,1757,2814.8858333333333,103,548,0,CHN,,12.0,1.0,3.0,1128,556.7516666666667,1,,,,,,,0.058622652248150255
412209148,China,https://www.google.com/search?q=mmsi%20412209148,,,,1,1,33.153202056884766,Seismic_vessel,0.9986814856529236,Trawlers,0.0010945339454337955,Seismic_vessel,0.999065101146698,Trawlers,7.036402821540833E-4,4886,2401,4291.710277777777,186,383,0,CHN,,43.0,1.0,7.5,1692,7973.2830555555565,75,,,,,,,0.07746772178259059
412112335,China,https://www.google.com/search?q=mmsi%20412112335,,,,1,1,12.116865158081055,Passenger,0.9986234903335571,Trawlers,6.999501351856452E-7,Sailing,0.9986787438392639,Trawlers,7.109706530172843E-7,3350,3346,919.0287500000013,0,0,0,CHN,,23.0,1.0,5.0,1067,,,,,,,,,0.0
413806667,China,https://www.google.com/search?q=mmsi%20413806667,,,,7,1,27.1315883908953,Cargo_Tanker,0.9986134597233364,Trawlers,1.7092681118110624E-7,Cargo,0.9564992955752781,Trawlers,1.3276597932154743E-7,7218,2013,1049.2188888888888,0,1214,0,CHN,,78.97470915528578,2.0,13.073849266565503,1977,,,,,,,,,0.0
412068399,China,https://www.google.com/search?q=mmsi%20412068399,,,,2,1,22.757439613342285,Seismic_vessel,0.9985851943492889,Trawlers,1.1574149493753794E-4,Seismic_vessel,0.9990159869194031,Trawlers,1.8511437929191743E-4,3163,2773,1444.324027777778,124,0,0,CHN,,37.0,1.0,6.0,358,83.55361111111111,3,,,,,,,0.04471691309051569
413787917,China,https://www.google.com/search?q=mmsi%20413787917,,,,3,1,17.53877592086792,Cargo_Tanker,0.9985385735829672,Trawlers,4.5152085830785456E-8,Cargo,0.9107108314832052,Trawlers,3.220420090871192E-8,1171,1072,1089.4156944444444,0,215,0,CHN,,45.0,1.0,7.0,188,,,,,,,,,0.0
412379670,China,https://www.google.com/search?q=mmsi%20412379670,,,,6,1,22.991680145263672,Cargo_Tanker,0.9985297322273254,Trawlers,1.3651383010682139E-6,Tanker,0.9750145872433981,Trawlers,3.133658341702983E-7,73876,3582,1865.7722222222224,0,15541,0,CHN,,46.99768548790927,1.75,8.062491826449579,47176,,,,,,,26.595277777777778,1,0.0
413696560,China,https://www.google.com/search?q=mmsi%20413696560,,,,6,1,11.714678843816122,Passenger,0.9985196391741434,Trawlers,1.4370049294133251E-6,Sailing,0.8060994353145361,Pots_and_traps,1.5253425193151315E-5,7654,1557,1213.4711111111112,0,0,0,CHN,,19.0,1.0,6.0,121,,,,,,,,,0.0
413900551,China,https://www.google.com/search?q=mmsi%20413900551,,,,4,1,17.80224633216858,Cargo_Tanker,0.9984827935695648,Trawlers,5.247619818682381E-7,Cargo,0.8177984654903412,Trawlers,4.074662711683885E-7,19122,5968,2641.6872222222237,178,8234,0,CHN,,49.99857224682811,2.5,13.069500328124475,9446,,,,,,,,,0.02982573726541555
413807762,China,https://www.google.com/search?q=mmsi%20413807762,,,,5,1,16.395541763305665,Cargo_Tanker,0.9983684062957764,Trawlers,1.1464654069470725E-5,Cargo,0.8666587471961975,Trawlers,9.24072548116328E-6,5898,5623,3680.520277777777,125,1256,0,CHN,,70.01767418032787,1.5,12.003073770491802,1986,,,,,,,163.46805555555557,3,0.022230126267117196
412553810,China,https://www.google.com/search?q=mmsi%20412553810,,,,4,1,16.81536102294922,Cargo_Tanker,0.9983528554439545,Trawlers,8.116930612089845E-7,Cargo,0.7517668753862381,Trawlers,8.853505875094925E-7,8444,3276,1248.7866666666669,225,1150,0,CHN,,51.0,1.0,9.0,3969,,,,,,,,,0.06868131868131869
413807389,China,https://www.google.com/search?q=mmsi%20413807389,,,,2,1,24.559219360351562,Cargo_Tanker,0.9982570111751556,Trawlers,1.608303523692456E-8,Cargo,0.9626137614250183,Squid,1.6196759600184407E-8,1662,1573,1404.7352777777778,0,429,0,CHN,,58.0,1.0,9.0,6,,,,,,,,,0.0
413974607,China,https://www.google.com/search?q=mmsi%20413974607,,,,7,1,20.101750237601145,Cargo_Tanker,0.998222121170589,Squid,6.05379081049785E-8,Cargo,0.9857977713857379,Squid,6.618479525857044E-8,57606,26170,9572.045416666664,578,22431,0,CHN,,49.007292622149244,3.0,11.080459402474586,19128,,,,,,,0.23083333333333333,1,0.022086358425678257
412551850,China,https://www.google.com/search?q=mmsi%20412551850,,,,4,1,4.113897919654846,Cargo_Tanker,0.9982210546731949,Squid,9.381780516903859E-7,Cargo,0.9425545930862427,Squid,1.0292519896371033E-6,62519,15883,3097.06263888889,0,86,0,CHN,,46.0,1.0,6.0,1799,,,,,,,,,0.0
413904572,China,https://www.google.com/search?q=mmsi%20413904572,,,,7,1,21.43926967893328,Cargo_Tanker,0.9981504338128226,Squid,4.585704706028557E-9,Cargo,0.9827558398246765,Squid,5.6990756975978745E-9,18302,11413,7290.419444444444,1,4744,0,CHN,,43.0,1.0,9.0,7256,,,,,,,,,8.761938140716727E-5
413424170,China,https://www.google.com/search?q=mmsi%20413424170,,,,3,1,22.19162432352702,Cargo_Tanker,0.9980483253796896,Trawlers,7.784643519433606E-7,Cargo,0.8564478953679403,Trawlers,1.1172703509032544E-6,13241,6174,2027.7905555555558,346,422,0,CHN,,53.0,1.0,8.0,1037,24.325833333333332,1,,,,,,,0.05604146420472951
413700540,China,https://www.google.com/search?q=mmsi%20413700540,,,,2,1,22.141977310180664,Cargo_Tanker,0.9979802966117859,Trawlers,1.3945103107482204E-5,Cargo,0.5240486115217209,Trawlers,7.2863510192089365E-6,5365,1524,372.04611111111103,3,0,0,CHN,,68.0,1.0,15.0,6415,,,,,,,12.47111111111111,2,0.001968503937007874
412427042,China,https://www.google.com/search?q=mmsi%20412427042,,,,1,1,8.080461502075195,Passenger,0.9977710247039795,Trawlers,1.2209650890326884E-7,Sailing,0.7917627096176147,Trawlers,2.0024486730108038E-5,3662,1998,1973.0986111111113,15,0,0,CHN,,16.0,1.0,6.0,207,,,,,,,,,0.0075075075075075074
413990183,China,https://www.google.com/search?q=mmsi%20413990183,,,,2,1,27.731520652770996,Cargo_Tanker,0.9977108538150787,Trawlers,2.92385637423731E-7,Cargo,0.889973908662796,Trawlers,1.4167705292278399E-7,1485,1474,1126.2801388888893,0,523,0,CHN,,32.0,1.0,6.0,656,,,,,,,,,0.0
412020640,China,https://www.google.com/search?q=mmsi%20412020640,,,,9,1,21.77510431077745,Tug_Pilot,0.9976148340437148,Trawlers,1.4616786077799778E-8,Tug,0.9983757336934408,Trawlers,3.726596806450131E-8,33466,20984,4652.831666666688,483,6376,0,CHN,,33.0,1.0,10.0,37088,,,,,,,1488.403611111111,1,0.02301753717117804
413904825,China,https://www.google.com/search?q=mmsi%20413904825,,,,5,1,20.126576805114745,Cargo_Tanker,0.997590160369873,Trawlers,1.2465820504736768E-7,Cargo,0.9365314245223999,Trawlers,9.81328459048747E-8,7069,4532,2659.4218055555552,0,2687,0,CHN,,49.007286755250746,2.0,9.057222460351479,2371,,,,,,,,,0.0
412478378,China,https://www.google.com/search?q=mmsi%20412478378,,,,1,1,-10.602259635925293,Passenger,0.9975333213806152,Fixed_gear,3.1300428418035153E-6,Pilot,0.6601666212081909,Pots_and_traps,0.008775345049798489,1609,1140,2717.4261111111114,0,567,0,CHN,,21.0,1.0,4.0,991,,,,,,,,,0.0
412434403,China,https://www.google.com/search?q=mmsi%20412434403,,,,1,1,1.7106578350067139,Passenger,0.9974519610404968,Trawlers,1.1253113916609436E-4,Sailing,0.9962469935417175,Trawlers,1.5391316264867783E-4,1037,1024,1235.159861111111,36,506,0,CHN,,11.12463768115942,1.5,8.0,691,,,,,,,,,0.03515625
413771933,China,https://www.google.com/search?q=mmsi%20413771933,,,,2,1,16.789145946502686,Cargo_Tanker,0.9973521530628204,Squid,1.4924591859255543E-5,Cargo,0.9601585268974304,Squid,1.4324328208914494E-5,2870,1266,637.6838888888889,1,543,0,CHN,,44.18042813455658,2.0,8.02446483180428,327,,,,,,,,,7.898894154818325E-4
413997415,China,https://www.google.com/search?q=mmsi%20413997415,,,,1,1,17.481815338134766,Cargo_Tanker,0.9972676038742065,Trawlers,3.0043466381357575E-8,Cargo,0.9722391963005066,Trawlers,2.1885810497224156E-8,3159,2474,1249.2373611111113,0,0,0,CHN,,65.0,1.0,11.0,113,,,,,,,,,0.0
412553820,China,https://www.google.com/search?q=mmsi%20412553820,,,,7,1,13.5802857535226,Cargo_Tanker,0.9971784012658256,Squid,3.886327833752772E-8,Cargo,0.963864266872406,Squid,7.833049332177972E-8,19590,12741,7592.336388888888,510,6543,0,CHN,,56.0,1.0,10.0,9792,,,,,,,,,0.04002825523899223
412378901,China,https://www.google.com/search?q=mmsi%20412378901,,,,1,1,20.90230941772461,Cargo_Tanker,0.9971693158149719,Trawlers,2.312094329681713E-5,Cargo,0.5922048091888428,Trawlers,1.6398262232542038E-5,2235,2071,1318.5852777777775,1,0,0,CHN,,70.0,1.0,10.0,148,,,,,,,,,4.828585224529213E-4
413994433,China,https://www.google.com/search?q=mmsi%20413994433,,,,5,1,22.834148406982422,Cargo_Tanker,0.9971230506896973,Trawlers,1.0873977672964942E-6,Cargo,0.7655494451522827,Trawlers,8.630836667133935E-7,3411,2806,1788.844166666667,0,2107,0,CHN,,51.9449260581336,3.0,10.03314635390107,1961,,,,,,,,,0.0
412427013,China,https://www.google.com/search?q=mmsi%20412427013,,,,1,1,-7.027782440185547,Passenger,0.9970894455909729,Fixed_gear,4.8069076001411304E-5,Sailing,0.9284290671348572,Pots_and_traps,0.004763925913721323,1821,1581,1058.074722222222,52,398,0,CHN,,,,,,,,,,,,,,0.03289057558507274
413802325,China,https://www.google.com/search?q=mmsi%20413802325,,,,1,1,-1.1821024417877197,Passenger,0.9969549179077148,Trawlers,5.5796108426875435E-6,Sailing,0.9965040683746338,Trawlers,4.859998171014013E-6,2095,1486,982.9620833333331,79,0,0,CHN,,36.0,1.0,5.990259740259741,616,335.1511111111111,1,,,,,,,0.0531628532974428
413785973,China,https://www.google.com/search?q=mmsi%20413785973,,,,6,1,1.5570406516393025,Cargo_Tanker,0.9969202081362406,Squid,5.011344639016478E-7,Cargo,0.975765178600947,Squid,2.1019113805725853E-7,11167,10734,7001.711666666666,13,4144,0,CHN,,72.0,2.0,11.565217391304348,23,,,,,,,,,0.0012111049003167506
413360330,China,https://www.google.com/search?q=mmsi%20413360330,,,,8,1,24.162269711494446,Cargo_Tanker,0.9968394860625267,Squid,2.236466980831686E-6,Cargo,0.9049311801791191,Squid,2.1475058853415163E-6,19649,12938,9373.401805555555,398,5023,0,CHN,,54.0,1.0,9.033303017429345,4935,,,,,,,,,0.030762096150873396
412428521,China,https://www.google.com/search?q=mmsi%20412428521,,,,4,1,22.59858751296997,Cargo_Tanker,0.9967886209487915,Trawlers,4.109123835860373E-5,Tanker,0.80988709628582,Trawlers,1.6691142803892944E-5,22159,4247,715.2345833333333,15,1864,0,CHN,,28.0,1.0,6.0,5838,,,,,,,436.35,1,0.0035319048740287263
413790224,China,https://www.google.com/search?q=mmsi%20413790224,,,,2,1,20.408254623413086,Cargo_Tanker,0.9967036843299866,Trawlers,2.174970603618931E-8,Cargo,0.9266572892665863,Trawlers,1.8501707943485712E-8,4708,2814,1385.8345833333337,0,0,0,CHN,,59.0,1.0,11.175182481751825,137,,,,,,,,,0.0
413902419,China,https://www.google.com/search?q=mmsi%20413902419,,,,3,1,13.556755701700846,Cargo_Tanker,0.9966950416564941,Trawlers,1.8042462512172601E-6,Cargo,0.8198718229929606,Trawlers,9.433145449211366E-7,3115,2675,2876.5102777777774,0,1465,0,CHN,,49.99598393574297,2.0,11.037349397590361,1420,,,,,,,0.2602777777777778,1,0.0
412370596,China,https://www.google.com/search?q=mmsi%20412370596,,,,1,1,22.09857749938965,Tug_Pilot,0.9965643286705017,Purse_seines,1.1132776126032695E-4,Tug,0.9976305961608887,Purse_seines,4.225309021421708E-5,5898,3998,921.7418055555557,0,1201,0,CHN,,18.0,1.0,4.0,949,,,,,,,,,0.0
413971479,China,https://www.google.com/search?q=mmsi%20413971479,,,,7,1,12.043163435799736,Cargo_Tanker,0.9965048091752189,Trawlers,1.886368121686458E-7,Cargo,0.7716222405433655,Trawlers,1.3263755688814565E-7,13524,6858,8089.474861111112,0,8662,0,CHN,,75.98108192620388,1.6666666666666667,15.049039471483617,8030,,,,,,,16.855555555555554,1,0.0
413427450,China,https://www.google.com/search?q=mmsi%20413427450,,,,3,1,16.34122371673584,Tug_Pilot,0.9964924653371176,Trawlers,3.327323240339316E-6,Tug,0.9951489965120951,Trawlers,5.057027439766178E-6,26906,8688,2601.6763888888895,592,5984,0,CHN,,49.99169632265718,2.0,9.998220640569395,6744,51.80888888888889,1,,,,,,,0.06813996316758748
413817885,China,https://www.google.com/search?q=mmsi%20413817885,,,,3,1,3.413931449254354,Cargo_Tanker,0.9961757063865662,Trawlers,2.0364125332544836E-7,Cargo,0.9535857439041138,Trawlers,1.2432532962731538E-7,2454,1602,2158.26,2,761,0,CHN,,43.0,1.0,8.010416666666666,1152,,,,,,,,,0.0012484394506866417
412464401,China,https://www.google.com/search?q=mmsi%20412464401,,,,3,1,0.9313050905863444,Passenger,0.9961706399917603,Trawlers,0.001293689671759542,Sailing,0.9648262858390808,Pots_and_traps,0.025201476168755715,3372,3134,4581.006805555555,101,1005,0,CHN,,15.0,1.0,3.0,1244,,,,,,,,,0.032227185705169116
413975612,China,https://www.google.com/search?q=mmsi%20413975612,,,,4,1,12.320688486099243,Cargo_Tanker,0.9960828423500061,Trawlers,1.2669518448005538E-9,Cargo,0.949129119515419,Squid,2.729206395723897E-9,1941,1941,761.6080555555554,0,1263,0,CHN,,50.01959847036329,3.0,13.019598470363288,2092,,,,,,,,,0.0
413327610,China,https://www.google.com/search?q=mmsi%20413327610,,,,7,1,26.706847054617747,Cargo_Tanker,0.9960637177739825,Trawlers,1.3881080736918453E-6,Cargo,0.784410297870636,Trawlers,1.4456236908496782E-6,18247,17463,8814.189444444442,58,4573,0,CHN,,56.000291290018936,2.5,9.0,7245,285.93888888888887,2,,,,,,,0.0033213079081486573
413772191,China,https://www.google.com/search?q=mmsi%20413772191,,,,1,1,36.329524993896484,Cargo_Tanker,0.9958556294441223,Trawlers,3.346336825416074E-7,Cargo,0.924120306968689,Trawlers,2.3440630059212708E-7,1919,1915,1066.7170833333334,0,641,0,CHN,,66.0,1.0,11.0,638,,,,,,,,,0.0
413993365,China,https://www.google.com/search?q=mmsi%20413993365,,,,6,1,6.231294870376587,Cargo_Tanker,0.995787133773168,Trawlers,2.3553747272941673E-5,Cargo,0.951641450325648,Trawlers,2.0317401210516218E-5,7889,6940,4226.584999999999,28,1342,0,CHN,,52.00932140193885,1.5,11.00372856077554,1413,,,,,,,,,0.004034582132564841
413987794,China,https://www.google.com/search?q=mmsi%20413987794,,,,2,1,22.937026977539062,Cargo_Tanker,0.9957782626152039,Trawlers,2.5295432030947307E-7,Cargo,0.9363604187965393,Trawlers,2.274623004255849E-7,1692,1601,1548.5754166666666,12,1215,0,CHN,,47.03901051502646,2.0,9.998039215686275,1351,,,,,,,,,0.007495315427857589
412426968,China,https://www.google.com/search?q=mmsi%20412426968,,,,1,1,2.732527494430542,Cargo_Tanker,0.9956617951393127,Trawlers,4.6008091885596514E-5,Cargo,0.7273048758506775,Trawlers,3.3657295716693625E-5,3403,2115,1162.2695833333332,200,775,0,CHN,,28.0,1.0,6.0,1257,533.1894444444445,13,,,,,,,0.09456264775413711
413906732,China,https://www.google.com/search?q=mmsi%20413906732,,,,1,1,13.27821159362793,Tug_Pilot,0.9953408241271973,Trawlers,1.715328212803513E-9,Tug,0.9983073472976685,Trawlers,1.2959571193960073E-9,3108,1415,839.4387499999998,3,0,0,CHN,,56.0,1.0,11.0,40,,,,,,,,,0.0021201413427561835
412348898,China,https://www.google.com/search?q=mmsi%20412348898,,,,1,1,14.30225944519043,Passenger,0.9952536821365356,Trawlers,1.131741373683326E-4,Sailing,0.9838130474090576,Trawlers,5.539027624763548E-4,5607,2330,821.8884722222222,98,165,0,CHN,,21.0,1.0,5.0,1268,2024.4647222222222,9,,,,,,,0.04206008583690987
412464789,China,https://www.google.com/search?q=mmsi%20412464789,,,,1,1,7.814148902893066,Passenger,0.9950270056724548,Trawlers,3.3497155527584255E-4,Sailing,0.9913133978843689,Trawlers,0.0010387991787865758,1852,1837,1847.171527777778,54,656,0,CHN,,23.0,1.0,5.0,871,,,,,,,,,0.02939575394665215
413991677,China,https://www.google.com/search?q=mmsi%20413991677,,,,4,1,19.996920824050903,Cargo_Tanker,0.9949005097150803,Trawlers,4.851772813126154E-6,Cargo,0.8754063546657562,Trawlers,3.678887001756781E-6,13414,3963,3240.0758333333333,19,3491,0,CHN,,56.98084373648701,2.0,13.273333068876179,3109,,,,,,,,,0.0047943477163764825
413993832,China,https://www.google.com/search?q=mmsi%20413993832,,,,4,1,0.7748579382896423,Cargo_Tanker,0.9946626871824265,Trawlers,1.6438031913423856E-7,Cargo,0.9665348082780838,Trawlers,1.6987739570595295E-7,3955,1933,1324.9595833333335,1,1175,0,CHN,,42.020898641588296,1.5,8.013061650992686,1228,,,,,,,,,5.173305742369374E-4
412350165,China,https://www.google.com/search?q=mmsi%20412350165,,,,1,1,24.09982681274414,Tug_Pilot,0.9939056038856506,Trawlers,5.063453136244789E-5,Tug,0.9971574544906616,Trawlers,4.347144204075448E-5,1494,1102,655.5169444444443,0,0,0,CHN,,16.0,1.0,4.0,286,,,,,,,,,0.0
413977785,China,https://www.google.com/search?q=mmsi%20413977785,,,,1,1,11.10107135772705,Cargo_Tanker,0.9937080144882202,Trawlers,9.886266383318798E-8,Cargo,0.914936900138855,Trawlers,2.718623193231906E-7,4633,4467,1821.462916666667,411,1042,0,CHN,,105.91935483870968,3.0,16.991551459293394,1302,,,,,,,,,0.09200805910006717
412701540,China,https://www.google.com/search?q=mmsi%20412701540,,,,7,1,6.322230475289481,Cargo_Tanker,0.993554277079446,Trawlers,0.0024219581570302955,Cargo,0.8163479736873082,Trawlers,0.002053591907813005,4485,3672,1630.9861111111118,161,0,0,CHN,,53.0,1.0,9.0,106,,,,,,,,,0.04384531590413943
412370626,China,https://www.google.com/search?q=mmsi%20412370626,,,,1,1,14.124139785766602,Tug_Pilot,0.9934821724891663,Trawlers,5.055769634054741E-6,Tug,0.9872776865959167,Trawlers,8.493281711707823E-6,1999,1025,1712.787361111111,26,468,0,CHN,,19.0,1.0,4.0,718,1955.2702777777777,3,,,,,,,0.025365853658536587
413455790,China,https://www.google.com/search?q=mmsi%20413455790,,,,3,1,17.361050287882488,Cargo_Tanker,0.9933890302975973,Trawlers,1.084184520383502E-6,Cargo,0.6981803675492605,Trawlers,1.1036756402127423E-6,23195,9179,2015.6423611111109,2,0,0,CHN,,70.0,1.0,16.0,549,,,,,,,133.08388888888888,1,2.178886588953045E-4
413504960,China,https://www.google.com/search?q=mmsi%20413504960,,,,8,1,18.451120018959045,Cargo_Tanker,0.9932367205619812,Trawlers,5.223307322620857E-7,Cargo,0.8344727233052254,Trawlers,3.998322712977717E-7,23734,14078,13405.478333333329,230,7388,0,CHN,,49.999893025246045,1.3333333333333333,13.011934035031013,7635,,,,,,,,,0.016337547947151584
413691270,China,https://www.google.com/search?q=mmsi%20413691270,,,,7,1,3.767697419439043,Passenger,0.9931207639830453,Fixed_gear,4.135131537249695E-6,Sailing,0.9041118621826172,Pots_and_traps,0.0016620613673694606,3435,2695,3023.690694444444,0,1205,0,CHN,,28.0,1.0,8.0,3175,,,,,,,0.6519444444444444,1,0.0
413992165,China,https://www.google.com/search?q=mmsi%20413992165,,,,7,1,15.694423266819545,Cargo_Tanker,0.9930273635046822,Trawlers,3.6951127938793835E-7,Cargo,0.8855252947126117,Trawlers,4.4696657300732514E-7,37495,14025,10997.568194444448,575,5779,0,CHN,,55.000346981263014,1.3333333333333333,13.0766553977913,4930,,,,,,,,,0.040998217468805706
413428640,China,https://www.google.com/search?q=mmsi%20413428640,,,,5,1,7.812673425674438,Cargo_Tanker,0.9930052757263184,Trawlers,0.0013188593952856652,Cargo,0.8426320552825928,Trawlers,9.659395016166084E-4,4083,3651,3142.811527777777,10,888,0,CHN,,46.0,1.0,8.0,1499,,,,,,,,,0.002738975623116954
