mmsi,shipname,callsign,length,width,power_hp,tonnage,power
257485600,BERNT-STEINAR,LCNF,18.23,5.09,450.0,26.0,337.5
257485720,HILDRING,LM9921,10.62,4.24,204.0,,153.0
257486020,ASPHOLM,LM9935,14.98,4.35,316.0,21.0,237.0
257486720,MAJA IREN,LM 9957,,,,,
257487600,MT-$ENIOR,,,,,,
257487700,ELNESFISK,LG7362,10.66,4.6,425.0,,318.75
257487800,TOMINA,LG7356,10.66,3.0,496.0,,372.0
257488002,ALVESTAD,LDLP,16.52,4.88,402.0,24.0,301.5
257488220,VAAGHOLM,LM9988,9.87,3.9,100.0,14.0,75.0
257488620,JOAKIM,LM9999,9.35,3.1,85.0,8.0,63.75
257488700,REX LOBO (F-82-BD),LM2122,8.85,3.16,60.0,7.0,45.0
257488920,HELLVAERING,LNAK,17.5,5.5,530.0,45.0,397.5
257489500,BJARNE NILSEN,LEJN,44.35,9.5,2600.0,,1950.0
257489700,JESSICA,LG3556,14.98,7.2,450.0,,337.5
257489720,TUNFISK 2,LNEL,,,,,
257490700,ALDIS LIND,LG7453,14.98,4.56,800.0,,600.0
257491900,MAKA,LG9350,7.56,2.65,115.0,,86.25
257492120,MS ELRITA,3YBE,11.45,3.28,100.0,15.0,75.0
257492800,HAVSUND,LG7406,14.98,5.92,525.0,89.0,393.75
257494600,SKAGOEY,LK5355,10.62,3.46,152.0,11.0,114.0
257495600,JULIE,LM2765,10.05,3.0,112.0,9.0,84.0
257495900,OLINE,LF3474,,,,,
257496800,SJAAVIKNES,LG7484,12.99,5.34,291.0,,218.25
257497500,TINDSKJAER,,,,,,
257498420,OEYLAND,3YQF,14.6,4.3,250.0,19.0,187.5
257499500,MJAASUND,LG7487,10.99,4.74,270.0,,202.5
257499800,VIBEKE CATHRIN,LG7498,14.99,6.17,525.0,,393.75
257501600,PIRHOLM,LK2995,14.12,4.2,182.0,20.0,136.5
257502600,ASTOR AA55G,LK3081,14.98,5.86,600.0,24.0,450.0
257502800,ROLFSOY,LF5407,,,,,
257503600,HIDRASKJAER,LK 4676,,,,,
257504600,PER ARVID,LM2776,12.05,3.46,175.0,10.0,131.25
257504900,RAYA,LM5956,10.67,3.49,138.0,11.0,103.5
257505700,RAID,LG7349,10.99,3.82,500.0,,375.0
257506600,SJOEALG,LM5431,,,,,
257507500,BUKSNESFJORD,LKEA,20.99,5.75,440.0,81.0,330.0
257509600,OLAV S,LF 5417,,,,,
257511600,SANDERMAN,LK5513,12.12,3.95,160.0,18.0,120.0
257511800,BOEBAS,LG7641,10.98,3.75,610.0,,457.5
257515600,GEIR VIKING,LG7634,,,,,
257516500,LAUGAR,LHEB,,,,,
257517500,SKOGLIGUT,LM2909,13.65,4.9,230.0,22.0,172.5
257518600,VORNESVAERING,LK5647,14.99,5.8,400.0,24.0,300.0
257518790,SVAVIK,LG2376,10.65,3.97,170.0,14.0,127.5
257520800,GUNNAR,LG9547,10.91,3.62,302.0,,226.5
257522500,AEGE,LKTM,,,,,
257522600,TRIO,LHYD,27.41,6.99,940.0,,705.0
257523500,LOFOTVAERING,LDZL,23.1,6.0,600.0,130.0,450.0
257524500,HAVSEL,LIXI,33.28,7.6,1200.0,,900.0
257525600,EMELY SOR,LIBV,18.66,6.1,540.0,76.0,405.0
257526600,FV MEHOLMEN,LK5775,14.09,5.08,250.0,23.0,187.5
257528700,SOA,LG7583,10.99,3.84,500.0,,375.0
257529000,HALTENTRAAL,LDAR,34.0,10.0,1632.0,,1224.0
257529600,LILLEVIG,LIWM,21.3,6.5,750.0,127.0,562.5
257529800,RYGJABUEN,LG 7621,,,,,
257530500,UNSTAD JUNIOR,JXLX,21.69,5.65,600.0,62.0,450.0
257530900,OPTIMIST,LG7787,14.99,5.4,430.0,39.0,322.5
257531600,SENJAVAERING,LJDT,22.0,7.0,470.0,154.0,352.5
257533600,ARCTIC,LF 5456,,,,,
257535800,GRIM,LG7888,12.99,5.78,291.0,,218.25
257536600,KORSNESFISK,LJLF,,,,,
257536700,ASBJORN-SELSBANE,LDGP,55.0,12.8,3500.0,,2625.0
257536800,LANGØY,LF5459,8.73,2.9,72.0,,54.0
257537000,OSTANGER,3YDD,,,,,
257537500,FYRHOLM,LKIB,,,,,
257538500,MJOSUND,LENQ,24.15,6.74,425.0,99.0,318.75
257538600,POSEIDON,LK6652,14.98,4.23,400.0,23.0,300.0
257541500,RANTON,LNTL,23.09,5.91,540.0,89.0,405.0
257541600,INGRID MAJALA,LJZO,61.75,11.6,3750.0,,2812.5
257541760,SILJANN,LN-7418,,,,,
257541790,SJOESPROEYT,LG2008,10.62,3.32,650.0,15.0,487.5
257542800,TIIRA,LF5469,,,,,
257543500,ANN-BRITA,LMMU,21.61,5.97,525.0,79.0,393.75
257543600,RISVIK,LK6802,14.98,6.32,450.0,25.0,337.5
257547500,ISFJORD,LNWH,18.35,5.64,430.0,81.0,322.5
257547600,ARVAK,LK6941,14.93,6.99,352.0,25.0,264.0
257548500,VESTSKJAER,LGAK,25.5,6.8,630.0,140.0,472.5
257549600,HOLMEN,LK7126,14.99,5.86,500.0,80.0,375.0
257549800,STIAN-ANDRE,LEHO,18.0,6.4,600.0,,450.0
257551600,MATHILDE,LK6967,9.3,3.3,127.0,8.0,95.25
257552500,RIMA,LELS,23.95,6.63,650.0,99.0,487.5
257553800,HOLM,LG7941,10.66,4.5,250.0,,187.5
257554700,HUFTAROY,LG 7925,,,,,
257555500,KORALEN,LAQS,38.1,8.5,1100.0,,825.0
257557600,REM0YBUEN,LLIQ,24.1,6.3,640.0,161.0,480.0
257558500,SULATIND,JWTR,19.29,5.36,524.0,49.0,393.0
257558800,BLOM,LG8030,,,,,
257559170,RAMBO,LJ2947,,,,,
257559600,TRONDERHAV,LLJN,,,,,
257559800,HAVSULA,LG 7750,,,,,
257560500,LARSEN SENIOR,LENV,,,,,
257560600,NORDOYTRAAL,LLKC,56.8,12.6,5000.0,,3750.0
257560700,NUEN,LG8013,,,,,
257560800,VONHEIM,LG8021,8.79,3.06,220.0,,165.0
257561500,ORKAN,LLXC,,,,,
257563500,SORBOEN,JWQY,27.42,8.0,775.0,,581.25
257563600,FISKENES,LLKI,39.9,7.4,1500.0,,1125.0
257564600,STOREGG,LLLP,27.99,8.0,1000.0,320.0,750.0
257565500,UREGUTT,JXLG,19.05,5.92,550.0,62.0,412.5
257565600,E.H. SENIOR,LLLD,27.0,8.5,999.0,267.0,749.25
257566600,NYSKJER,LLMI,27.3,9.5,1700.0,,1275.0
257567500,LIAVAAG,LDUX,,,,,
257567600,FROYBAS,LLMQ,27.3,7.5,720.0,,540.0
257568600,FROYBAS,LLMQ,27.3,7.5,720.0,,540.0
257569600,MARIANNE,LK7277,14.95,5.34,380.0,,285.0
257570500,LOPPHAV,LAMB,20.88,7.0,624.0,149.0,468.0
257570600,SLETTENBERG,LLNQ,21.34,7.2,775.0,172.0,581.25
257571600,ODD LUNDBERG,LLNZ,59.25,11.0,3264.0,,2448.0
257572700,GEKO,LG 7737,,,,,
257573800,SOL MAR,LG7892,9.1,3.53,135.0,9.0,101.25
257574500,STORMEN SENIOR,LGFC,21.33,6.4,918.0,156.0,688.5
257574600,EINARSON,LLQX,27.91,8.0,900.0,272.0,675.0
257574700,KRAAKOYSUND,LG7960,10.46,3.34,265.0,7.0,198.75
257574800,ØYSOL,LF5493,10.65,3.6,300.0,,225.0
257575800,GURI MARIE,LG8085,10.65,3.42,369.0,,276.75
257576500,OLE ELVAN,LLPQ,23.27,6.58,440.0,137.0,330.0
257576600,OLAGUTT,LLRW,23.4,8.5,970.0,232.0,727.5
257577500,BARSUND,LNGJ,19.3,5.5,534.0,81.0,400.5
257578600,TUNFISK,LLWG,36.9,8.5,1300.0,,975.0
257579600,MANIN,LLZN,,,,,
257580170,TOPPEN,LM6106,10.66,3.08,103.0,7.0,77.25
257580600,STOTTFJORD,LMCE,27.4,9.4,1005.0,361.0,753.75
257582600,VONAR,LMCJ,49.48,11.0,1800.0,,1350.0
257583600,SCOMBRUS,LMCH,27.28,7.8,2180.0,242.0,1635.0
257584600,VESTBRIS,LMCW,30.0,7.5,800.0,,600.0
257586600,SKARBERG,LMCU,31.7,7.4,960.0,,720.0
257587500,MYREBAS,LLKK,27.42,7.34,1000.0,210.0,750.0
257587600,ELDORADO,LMFV,20.99,6.4,640.0,146.0,480.0
257588500,BALLSTADVAERING,LAHF,23.71,6.18,520.0,135.0,390.0
257589600,LIAHOLM,LMDJ,33.19,8.0,1000.0,,750.0
257589800,VARFJELL,LG 8039,,,,,
257590500,KVALVIKVAERING,LK3541,14.92,5.0,380.0,25.0,285.0
257590600,HAVOERN,LK 7607,,,,,
257590700,ANNIKA,LG8052,10.42,3.42,369.0,,276.75
257591600,TOYA,LK8222,28.1,9.1,600.0,324.0,450.0
257592500,MYREFISK,JXLH,19.55,5.5,450.0,68.0,337.5
257592650,HEMINGWAY,LM3851,9.49,2.73,76.0,,57.0
257592700,THEA DALWHINNIE,LG7977,10.96,4.47,400.0,,300.0
257593500,HANNA B,LM4068,14.99,4.58,500.0,24.0,375.0
257593600,GUNNAR LANGVA,LMMC,71.1,14.4,6120.0,,4590.0
257594600,WILLASSEN,LMMF,36.99,8.5,1000.0,,750.0
257594800,VAREID,LG8088,14.99,6.58,520.0,,390.0
257595600,ARNOYFJORD,LMOV,27.15,8.0,1000.0,274.0,750.0
257596700,TROLLHOLMEN,,,,,,
257597600,HAUKOYFJORD,LMWT,14.97,5.25,238.0,,178.5
257598700,LEIBOEN,LG5528,,,,,
257599500,VESTFISK,LJMS,39.2,8.5,750.0,,562.5
257599800,KVITNES,LG7827,,,,,
257600500,NORDMELAVAERING,LJFJ,,,,,
257600800,RAGNHILD,LG 8071,,,,,
257601150,ANDREA,LM6168,10.57,3.1,102.0,9.0,76.5
257601600,VIKAGUT,LG3043,10.66,3.98,226.0,,169.5
257602000,VESTERHAV,LDQN,38.55,9.5,1018.0,498.0,763.5
257602250,OEYVIKING,LM6331,12.21,3.52,252.0,12.0,189.0
257602800,ROEDLAND,LF5530,,,,,
257603500,GULDRINGNES,LKZZ,27.43,6.5,775.0,,581.25
257603600,HAVBLOMST,LG2977,12.98,5.02,291.0,,218.25
257604600,HAVBRIS,LG2978,12.19,4.03,175.0,,131.25
257605500,ROHOLMEN,LIUZ,21.67,6.07,600.0,78.0,450.0
257606600,TROENDERFISK,LG2991,10.99,4.72,350.0,,262.5
257607600,HAVBLIKK 2,LG3648,14.97,4.6,990.0,,742.5
257608500,BRIS,LAZW,26.14,7.0,1030.0,,772.5
257608600,PATRI,LG3748,10.98,3.78,630.0,,472.5
257608800,MIRA,LG8156,9.65,3.42,369.0,9.0,276.75
257609500,JAKKEN,LK4967,,,,,
257610500,NYBAKK,JXPH,,,,,
257610600,FRIDA,LG2694,9.46,2.95,430.0,,322.5
257610700,MIRO,LF5534,10.09,3.25,81.0,,60.75
257611150,LANOFISK,LM8074,10.61,4.21,185.0,14.0,138.75
257611500,HALLVARDSON,LAJU,20.99,7.0,540.0,144.0,405.0
257611600,VARDOJENTA,LG8151,12.99,4.24,700.0,,525.0
257611700,TRYGVE B,LF5536,9.55,2.99,303.0,,227.25
257613700,ADMIRAL F,LG7835,8.38,2.97,222.0,,166.5
257614700,WEST COAST 1,LG7982,10.98,4.05,170.0,,127.5
257616500,GRONNVIK,LG8211,9.06,3.0,430.0,7.0,322.5
257616700,MALIN,LG 8215,,,,,
257617500,SOLSTRAND,JXEW,19.22,5.9,600.0,84.0,450.0
257617700,MARGARETH,LH5538,,,,,
257617800,JAKI F-81-G,LF5539,8.69,2.5,225.0,,168.75
257618500,STAR,LK3713,14.98,6.04,380.0,24.0,285.0
257618800,MISS CROSBY,,,,,,
257619000,CAPRICE,LFGV,27.4,8.4,950.0,,712.5
257620500,IVERSEN JUNIOR,LK2527,14.3,4.6,200.0,24.0,150.0
257621800,SEIDA,LK 9576,,,,,
257623600,RAFN,LG8218,,,,,
257628580,MORVIL,LJ8162,,,,,
257629500,HILLERSOEY,LMKD,26.33,7.68,425.0,169.0,318.75
257629600,TEMPO,LFGQ,27.4,8.4,1000.0,267.0,750.0
257631480,HEGE,LJ8189,,,,,
257631500,JOHN-IVAR,LK3928,14.99,5.5,400.0,24.0,300.0
257631600,VIKASUND,LF5567,,,,,
257632500,NORDFANGST,LK3114,14.99,4.71,291.0,25.0,218.25
257633500,MELOYJENTA,LK 5181,,,,,
257633700,BONDOEY,LG8342,,,,,
257633800,TEAM  MJOSA,LF5571,,,,,
257634700,DYFJORD,LF5572,7.25,2.5,150.0,,112.5
257635330,VILDE,LA9514,,,,,
257636600,PAULINE,LG7923,14.99,6.5,650.0,,487.5
257638500,BOEBAS,LK5258,14.99,5.8,525.0,25.0,393.75
257639500,ANDENESVAERING,LMVM,20.3,5.81,477.0,76.0,357.75
257640500,SKOGSOEY,LK5156,12.98,4.4,250.0,22.0,187.5
257641500,BAASGRUNN,LJWC,22.72,6.25,750.0,113.0,562.5
257643900,BJORNNES,LG7753,10.65,3.6,300.0,,225.0
257645500,SOLGLYTT,LG8309,10.99,4.2,285.0,,213.75
257645800,K J NORDKAPP,LM5853,9.42,3.4,102.0,6.0,76.5
257646700,VENTURA,LF6264,14.99,6.9,500.0,,375.0
257647500,ROSENBORGER,LK2838,14.99,5.82,450.0,24.0,337.5
257647800,STRAUMGUTT,LK2069,10.6,4.0,115.0,12.0,86.25
257648500,HEBE II,LHJE,23.65,6.38,520.0,99.0,390.0
257649500,NYSTRAND,JWOC,21.3,5.65,275.0,72.0,206.25
257650500,HAVFLUNA,JWPD,18.8,5.32,450.0,70.0,337.5
257651500,JENNEGGA,LLGU,22.7,6.2,675.0,96.0,506.25
257653700,REODOR,LG8450,,,,,
257654500,PIRAJA,LMTJ,38.7,10.0,1015.0,,761.25
257655600,AUSTHAVET,LG8436,10.99,4.24,314.0,,235.5
257655930,STORM,LA9744,,,,,
257656000,GADUS NJORD,LDDF,68.8,15.6,6400.0,,4800.0
257657500,POSEIDON,LK3602,13.3,4.22,245.0,15.0,183.75
257657600,BEN HUR,LG 8393,,,,,
257659500,HJELMSOY,LAOM,20.95,5.46,720.0,92.0,540.0
257660500,SKOGSFJORDINGEN,LK4662,14.38,5.0,380.0,24.0,285.0
257662450,DAINORA,LN2473,9.45,3.2,124.0,,93.0
257662500,KLOGRUNN,LM6578,14.95,4.6,375.0,24.0,281.25
257662600,NEMO,LM4315,8.57,2.68,102.0,,76.5
257663500,GERHARD JAKOBSEN,LMYF,20.21,5.94,360.0,61.0,270.0
257663700,BRAVO,LM2513,,,,,
257664700,JANICA,LF5607,,,,,
257664800,JOHANNA,LF5608,,,,,
257665700,MAJA 1,LG8426,10.99,4.2,285.0,,213.75
257666500,HALDORSON,LK4789,14.23,5.02,380.0,23.0,285.0
257667320,MARIE,LA4066,,,,,
257667440,HAZARD,LL4213,10.66,4.08,152.0,12.0,114.0
257667500,BRATTHOLMEN,LK2798,13.38,4.4,190.0,21.0,142.5
257667600,ANNE G,LG8482,14.96,6.53,525.0,,393.75
257668500,KURT SENIOR,LK 4377,,,,,
257669500,BRUTUS,LM 5456,,,,,
257669800,SOLTINDAKSLA,LG8278,,,,,
257669900,SKALLTIND,LG8279,,,,,
257670500,TOR-WERNER,LM6633,12.8,4.2,156.0,17.0,117.0
257670600,SOLTIND,LG8280,,,,,
257670700,LITLETIND,LG8281,,,,,
257670900,ISTIND,LG8370,,,,,
257671500,BUHOLMEN,LM3800,15.29,4.79,183.0,22.0,137.25
257671700,JUNE,LG8283,,,,,
257672600,AILIDA,LF5616,,,,,
257674500,ERNA,,,,,,
257675500,EGGUMSVAERING,LK3041,14.98,5.2,412.0,43.0,309.0
257675700,KRISTINA,LM7784,9.2,2.8,87.0,8.0,65.25
257676700,HAVLINER,LF5622,,,,,
257677600,MATHEUS,LF5624,10.65,3.6,300.0,,225.0
257678430,KLAUDIA,LA9993,8.17,2.7,63.0,,47.25
257678500,M/S FANGTIND,LLMN,22.13,5.3,365.0,62.0,273.75
257679500,FJORDEGG,LM5538,12.07,4.02,220.0,18.0,165.0
257680700,VALLYOEY,LF5632,10.66,4.4,250.0,,187.5
257680800,LUNA F55LB,LF5633,,,,,
257681500,FUGLOEYBUEN,LK2949,18.02,5.6,400.0,24.0,300.0
257681600,EKVATOR,LF5634,7.7,2.7,144.0,,108.0
257681800,HAVFLORA,LF5636,,,,,
257682600,TRIM,LF5637,,,,,
257684500,GRUNNBOEN,LM5652,,,,,
257685600,KVITBJORN,LK8008,,,,,
257685800,M YTTERSTAD,LFTI,74.8,15.4,5364.0,,4023.0
257686500,HANS ROBERT,LK4579,14.4,4.42,245.0,24.0,183.75
257686800,OLI,LF5641,9.11,2.76,126.0,6.0,94.5
257687000,AAKEROEY,LDHM,69.77,14.5,6691.0,,5018.25
257687800,LIPTON BJOERNSEN,LDSX,34.58,7.39,769.0,,576.75
257688500,M/S HAVBOEN,LCCS,15.22,4.84,300.0,34.0,225.0
257688800,HAVBLAA,LF5642,10.65,3.58,300.0,,225.0
257689500,HAVDUR,LHHY,16.31,4.28,210.0,25.0,157.5
257689800,KEILA,LF6114,10.65,3.6,300.0,,225.0
257691500,HAVGULA,LMGC,,,,,
257693500,HAVLEIK,LM3982,13.3,4.72,220.0,19.0,165.0
257695500,HEIDI ANITA,LK3348,14.32,4.59,250.0,24.0,187.5
257695600,AURORA J,LF5653,10.49,3.32,425.0,,318.75
257695700,BORGAFELLI,LG8653,10.45,3.73,130.0,9.0,97.5
257696500,M/S HELLSKJER,LM8308,12.83,4.2,150.0,17.0,112.5
257696600,BRENNING,LG8141,10.97,4.8,300.0,,225.0
257698460,MARCUS,LK9059,9.05,3.0,86.0,7.0,64.5
257699500,HOLMVAAG,LNUE,16.15,5.03,291.0,35.0,218.25
257699600,REIDAR,LG 8677,,,,,
257699800,MARTIN,LG8627,14.96,4.57,800.0,,600.0
257700600,MS MARIE BANG,LF5657,10.62,3.73,620.0,,465.0
257701500,HOPVAAG,LK 5082,,,,,
257702700,MIFJORD,LG8249,10.6,4.1,256.0,,192.0
257702890,RAPTUS,LE5325,10.42,3.42,340.0,,255.0
257703500,JR SENIOR,LM 9187,,,,,
257704900,ROESTOEY,LK7201,10.66,3.64,175.0,,131.25
257705500,SJOGLIMT,LK3977,14.95,5.3,480.0,25.0,360.0
257705970,SIRIUS,LF5241,,,,,
257710500,M/S NORDEGG,JXGN,19.45,5.92,500.0,60.0,375.0
257710800,UNNUR,LG8704,9.16,2.78,260.0,,195.0
257711600,SALLAN,LF5670,,,,,
257711700,EINAR-S,LM5641,,,,,
257714500,VIKAFJORD,LCDZ,20.97,6.4,600.0,117.0,450.0
257714600,,LF5677,,,,,
257715500,MIDNATSOL,LCIW,14.28,4.39,210.0,20.0,157.5
257716720,PATRICK F-33-LB,LA4644,,,,,
257720800,OLAFUR,LG8727,10.96,3.72,715.0,,536.25
257721500,MEFJORD,LJFU,14.97,4.57,245.0,21.0,183.75
257721600,ALEXIS,LF5686,9.14,2.8,90.0,6.0,67.5
257722440,DORADO,LL5038,8.23,2.7,54.0,,40.5
257722500,SKOGSOYVAERING,LJLR,18.47,5.55,300.0,46.0,225.0
257723800,TROLAND,LG7364,,,,,
257724600,TRAENHAVET,LG8762,12.46,3.75,400.0,,300.0
257725500,TUNSKJAER,LK2097,12.2,4.18,160.0,18.0,120.0
257726500,SENJALAND,LK 2348,,,,,
257727800,ZETA,LF5692,7.84,2.6,33.0,4.0,24.75
257728600,SNUPPI,LD8905,,,,,
257728700,SKYE,LG 8758,,,,,
257729500,IDUNSON,LK2661,12.97,4.18,262.0,18.0,196.5
257730500,ANNA THERESE,LK3163,12.2,4.2,183.0,19.0,137.25
257731500,OLE-INGE,LK3221,12.27,3.95,180.0,18.0,135.0
257731600,MARTINA,LF5697,,,,,
257731800,TUVA,LF5698,,,,,
257732500,SIVERTSEN JR,LK3290,13.51,4.84,182.0,22.0,136.5
257732532,ENGELOEYVAERING,LM6248,12.83,3.96,156.0,17.0,117.0
257733500,VAEROYBUEN,LK3887,16.11,5.76,400.0,44.0,300.0
257734500,OEYVAERING,LK3963,10.65,3.7,152.0,12.0,114.0
257735500,ARIADNE,LK4159,14.24,4.25,311.0,16.0,233.25
257735600,,LF5707,,,,,
257736600,SELBJORNSFJORD,LF5709,10.99,4.2,255.0,,191.25
257737500,SNARSETVAAG,LK4544,17.25,5.0,400.0,64.0,300.0
257737600,GABRIELLE,LF5711,7.62,,40.0,,30.0
257738500,LEIF JUNIOR,LK4586,12.15,4.0,245.0,16.0,183.75
257738700,TVIBURDAR,LF 5714,,,,,
257739500,TOPSY,LLLU,17.59,5.43,240.0,40.0,180.0
257739600,RANGNES,LF5715,10.65,3.6,300.0,,225.0
257739700,LAKSBERG,LF5716,10.65,3.6,300.0,,225.0
257740600,JONAS,LF5717,,,,,
257741500,TENHOLMSKJAER,LM2177,14.99,5.3,190.0,24.0,142.5
257741890,FISK,LG 2879,,,,,
257743330,SKREIEN,LD2675,,,,,
257745600,ELISABETH II,LF5726,,,,,
257745800,NORDLYS,LK9665,10.65,3.3,84.0,11.0,63.0
257746600,M/S AGDENES,LG-8754,,,,,
257746700,ENABLER ONE,LF5728,,,,,
257746800,SKAARONGEN,LF3230,,,,,
257747800,POLARSTJERNA,LF5731,14.98,6.58,630.0,80.0,472.5
257748500,HAVSULA VEST,LM3203,14.36,4.63,195.0,23.0,146.25
257748700,JUNE,LF5732,,,,,
257748800,IRINA MARIE,LG8860,,,,,
257749700,IDA-MARI  F-10-V,LF5733,8.18,2.8,90.0,4.0,67.5
257749800,KRISTIAN,LM7613,9.05,3.3,72.0,7.0,54.0
257750500,TENNSKJAER,LM3243,14.93,4.7,312.0,20.0,234.0
257753500,OLE JOHNNY,LM3802,,,,,
257754500,STANGHOLM,LM3813,13.96,4.75,324.0,23.0,243.0
257755500,NY-TROFAST,LM3815,,,,,
257755700,SAGABRIS,LM8646,10.24,3.3,115.0,9.0,86.25
257756600,EWUNIA,LK3986,7.5,2.8,30.0,3.0,22.5
257757000,PROWESS,LCUF,60.2,11.0,2250.0,,1687.5
257757500,TORMO,LM3995,15.5,5.09,367.0,24.0,275.25
257757600,ODIN,LF5740,6.2,2.35,50.0,,37.5
257757890,HAVSTROEM,LE5942,9.71,2.85,150.0,6.0,112.5
257758500,TORGLIMT,LM4011,12.22,4.42,265.0,18.0,198.75
257758870,FISKUR,LJ4768,9.7,3.1,184.0,5.0,138.0
257759500,DUEN SENIOR,LM 4067,,,,,
257759600,JAN GUNNAR,LG9174,14.99,6.4,525.0,,393.75
257759800,TASS,LF 5748,,,,,
257760600,LEIK,LG8554,9.63,3.26,115.0,,86.25
257760700,SEGLVIK T-3-5,LG 8461,,,,,
257762600,OLINE2,LF5215,8.84,3.84,500.0,,375.0
257762700,K-ULRIKSEN,LF5755,,,,,
257763500,VILJAR,LG8648,,,,,
257763800,ROTO,LF5757,,,,,
257764500,STRAUMVAERING,LM4428,14.6,4.45,360.0,20.0,270.0
257765600,NAMO,LM6987,9.85,3.2,78.0,6.0,58.5
257765700,RAPPEN,LF5761,,,,,
257767390,ODDEN,LG2656,12.99,5.14,350.0,,262.5
257767490,JOSBERG,LG2820,14.98,5.29,750.0,,562.5
257768500,LYSBOEN,LM5059,16.21,4.88,450.0,23.0,337.5
257768600,PEIK,LF5765,10.98,3.71,640.0,,480.0
257770500,ROSTBANKEN,LM5277,,,,,
257771900,LENE W,LF5775,,,,,
257772600,PONDUS F-95-LB,LG6283,,,,,
257773500,TROND ANTON,LM6137,16.9,4.91,367.0,24.0,275.25
257774480,ALBION,LK 8960,,,,,
257774500,M/S KROGH SENIOR,LM6275,15.76,4.66,300.0,24.0,225.0
257774700,VIKING,LF5783,,,,,
257775500,SKJELLHOLM,LM6459,13.35,3.96,250.0,17.0,187.5
257776500,STRANDFLAESA,LM6677,15.45,4.88,275.0,24.0,206.25
257776700,ATLE SR.,LF5776,,,,,
257777800,ISBJORN,LG8911,10.98,3.72,650.0,,487.5
257778800,SIKRINGSBAT 1 NOFO,LF6148,,,,,
257779500,MAROYSKJER,LM9203,12.34,4.34,180.0,23.0,135.0
257781800,LEAH MARIE,LG 8925,,,,,
257782500,KLOBUEN,LM 9984,,,,,
257783500,TURBO,LNAD,18.39,5.22,325.0,55.0,243.75
257784600,WENCHE,LF6154,,,,,
257785980,NYSTART,LM4255,9.57,3.12,127.0,7.0,95.25
257786700,RAMOEN,LDNV,75.05,16.0,4896.0,,3672.0
257788700,HANS-R,LF5809,10.65,3.6,300.0,,225.0
257789500,REINSBAAEN,3YMA,15.53,5.06,255.0,22.0,191.25
257790800,DRONNINGA,LF5813,,,,,
257791500,NOROEY,3YOR,14.02,4.27,190.0,19.0,142.5
257792080,MARITA,LJ9640,7.7,2.65,64.0,,48.0
257796600,JORUNN B,LG9400,9.87,3.08,420.0,,315.0
257797700,ELI R,LEFE,17.0,5.25,450.0,75.0,337.5
257797800,SEIKO,LF6166,,,,,
257798600,CESAR,LF6167,,,,,
257798700,ARNEY,LG8807,12.3,3.75,265.0,14.0,198.75
257800720,OYFJELL,LA5663,8.5,2.7,112.0,6.0,84.0
257801500,VIBEKE HELENE,JWTU,27.3,7.0,1060.0,,795.0
257802840,BLAATIND F-75-LB,LL6167,,,,,
257803500,BRIMOEY,JXCR,19.6,6.0,500.0,80.0,375.0
257803700,VELSLEMOEY,LG 8904,,,,,
257803800,STAUREN,LF6169,10.65,3.6,300.0,,225.0
257805500,VA 19 F   ATHENA 2,JXLO,18.03,5.32,552.0,49.0,414.0
257805800,MAGNUSSEN,LG9373,9.4,3.2,70.0,,52.5
257806000,HOLMOY,LCLP,69.7,16.0,7300.0,,5475.0
257806500,SOMMEROYVERING,JXWA,27.11,6.4,720.0,,540.0
257806700,HENRIETTE E,LG9414,12.99,4.34,405.0,,303.75
257807700,SOLTIND,LF5849,,,,,
257809500,HUGOYBAS,LCNO,27.4,6.36,720.0,,540.0
257809580,TORAN,LJ9780,,,,,
257810500,NORDHAVN,LCTM,31.55,6.63,565.0,,423.75
257811700,TORNADO,LG9021,14.92,5.9,450.0,47.0,337.5
257811800,NESBUEN,LG8974,9.09,3.84,425.0,,318.75
257812500,SOLRAND F1G,LDRW,15.01,5.5,320.0,48.0,240.0
257812700,VAARBUEN,LG9650,10.99,4.45,410.0,,307.5
257814610,NORDTIND,LK5820,14.71,5.09,300.0,24.0,225.0
257815000,LEINEBJOERN,LCOJ,67.5,13.5,4705.0,,3528.75
257816500,VEIDING,LFPA,27.4,6.1,425.0,,318.75
257816940,RAUNEFJORD,LK8763,12.09,3.95,250.0,14.0,187.5
257817500,GANGSTAD,LGSR,20.98,5.95,500.0,106.0,375.0
257819700,SACKURA,LF5877,7.8,2.72,30.0,4.0,22.5
257820500,VIKBERG,LHDY,15.94,4.85,310.0,28.0,232.5
257823500,KARL WILMAR,LK2612,14.95,5.2,343.0,24.0,257.25
257823800,GEIRMINATOR,LF5883,9.45,3.1,80.0,,60.0
257824500,SEINGEN,LK4084,20.25,5.4,525.0,55.0,393.75
257824850,SARNESJENTA,LN4582,7.95,2.83,68.0,5.0,51.0
257825500,TOMMY-JUNIOR,LK4168,19.01,5.8,320.0,99.0,240.0
257828600,ASTRID II,LG9404,10.05,2.86,435.0,,326.25
257829700,SAGA N-7-N,LM 5203,,,,,
257830700,LILLE TRAALE,LM4077,8.05,2.77,96.0,5.0,72.0
257830800,BIFROST,LG9091,11.94,4.2,238.0,,178.5
257833800,SILVER,LF5898,,,,,
257834500,HAVBRAATT 1,JWPP,20.99,6.0,470.0,97.0,352.5
257835170,BOLERO,LJ5497,7.85,2.83,40.0,4.0,30.0
257835500,FREDRIKSON,JWWI,,,,,
257835600,LUSIU,LF5902,,,,,
