mmsi,shipname,callsign,length,width,power,tonnage
257688500,M/S HAVBOEN,LCCS,15.22,4.84,300,34
257688800,HAVBLAA,LF5642,10.65,3.58,300,NA
257689500,HAVDUR,LHHY,16.31,4.28,210,25
257689800,KEILA,LF6114,10.65,3.6,300,NA
257691500,HAVGULA,LMGC,NA,NA,NA,NA
257693500,HAVLEIK,LM3982,13.3,4.72,220,19
257695500,HEIDI ANITA,LK3348,14.32,4.59,250,24
257695600,AURORA J,LF5653,10.49,3.32,425,NA
257695700,BORGAFELLI,LG8653,10.45,3.73,130,9
257696500,M/S HELLSKJER,LM8308,12.83,4.2,150,17
257696600,BRENNING,LG8141,10.97,4.8,300,NA
257698460,MARCUS,LK9059,9.05,3.0,86,7
257699500,HOLMVAAG,LNUE,16.15,5.03,291,35
257699600,REIDAR,LG 8677,NA,NA,NA,NA
257699800,MARTIN,LG8627,14.96,4.57,800,NA
257700600,MS MARIE BANG,LF5657,10.62,3.73,620,NA
257701500,HOPVAAG,LK 5082,NA,NA,NA,NA
257702700,MIFJORD,LG8249,10.6,4.1,256,NA
257702890,RAPTUS,LE5325,10.42,3.42,340,NA
257703500,JR SENIOR,LM 9187,NA,NA,NA,NA
257704900,ROESTOEY,LK7201,10.66,3.64,175,NA
257705500,SJOGLIMT,LK3977,14.95,5.3,480,25
257705970,SIRIUS,LF5241,NA,NA,NA,NA
257710500,M/S NORDEGG,JXGN,19.45,5.92,500,60
257710800,UNNUR,LG8704,9.16,2.78,260,NA
257711600,SALLAN,LF5670,NA,NA,NA,NA
257711700,EINAR-S,LM5641,NA,NA,NA,NA
257714500,VIKAFJORD,LCDZ,20.97,6.4,600,117
257714600,NA,LF5677,NA,NA,NA,NA
257715500,MIDNATSOL,LCIW,14.28,4.39,210,20
257716720,PATRICK F-33-LB,LA4644,NA,NA,NA,NA
257720800,OLAFUR,LG8727,10.96,3.72,715,NA
257721500,MEFJORD,LJFU,14.97,4.57,245,21
257721600,ALEXIS,LF5686,9.14,2.8,90,6
257722440,DORADO,LL5038,8.23,2.7,54,NA
257722500,SKOGSOYVAERING,LJLR,18.47,5.55,300,46
257723800,TROLAND,LG7364,NA,NA,NA,NA
257724600,TRAENHAVET,LG8762,12.46,3.75,400,NA
257725500,TUNSKJAER,LK2097,12.2,4.18,160,18
257726500,SENJALAND,LK 2348,NA,NA,NA,NA
257727800,ZETA,LF5692,7.84,2.6,33,4
257728600,SNUPPI,LD8905,NA,NA,NA,NA
257728700,SKYE,LG 8758,NA,NA,NA,NA
257729500,IDUNSON,LK2661,12.97,4.18,262,18
257730500,ANNA THERESE,LK3163,12.2,4.2,183,19
257731500,OLE-INGE,LK3221,12.27,3.95,180,18
257731600,MARTINA,LF5697,NA,NA,NA,NA
257731800,TUVA,LF5698,NA,NA,NA,NA
257732500,SIVERTSEN JR,LK3290,13.51,4.84,182,22
257732532,ENGELOEYVAERING,LM6248,12.83,3.96,156,17
257733500,VAEROYBUEN,LK3887,16.11,5.76,400,44
257734500,OEYVAERING,LK3963,10.65,3.7,152,12
257735500,ARIADNE,LK4159,14.24,4.25,311,16
257735600,NA,LF5707,NA,NA,NA,NA
257736600,SELBJORNSFJORD,LF5709,10.99,4.2,255,NA
257737500,SNARSETVAAG,LK4544,17.25,5.0,400,64
257737600,GABRIELLE,LF5711,7.62,NA,40,NA
257738500,LEIF JUNIOR,LK4586,12.15,4.0,245,16
257738700,TVIBURDAR,LF 5714,NA,NA,NA,NA
257739500,TOPSY,LLLU,17.59,5.43,240,40
257739600,RANGNES,LF5715,10.65,3.6,300,NA
257739700,LAKSBERG,LF5716,10.65,3.6,300,NA
257740600,JONAS,LF5717,NA,NA,NA,NA
257741500,TENHOLMSKJAER,LM2177,14.99,5.3,190,24
257741890,FISK,LG 2879,NA,NA,NA,NA
257743330,SKREIEN,LD2675,NA,NA,NA,NA
257745600,ELISABETH II,LF5726,NA,NA,NA,NA
257745800,NORDLYS,LK9665,10.65,3.3,84,11
257746600,M/S AGDENES,LG-8754,NA,NA,NA,NA
257746700,ENABLER ONE,LF5728,NA,NA,NA,NA
257746800,SKAARONGEN,LF3230,NA,NA,NA,NA
257747800,POLARSTJERNA,LF5731,14.98,6.58,630,80
257748500,HAVSULA VEST,LM3203,14.36,4.63,195,23
257748700,JUNE,LF5732,NA,NA,NA,NA
257748800,IRINA MARIE,LG8860,NA,NA,NA,NA
257749700,IDA-MARI  F-10-V,LF5733,8.18,2.8,90,4
257749800,KRISTIAN,LM7613,9.05,3.3,72,7
257750500,TENNSKJAER,LM3243,14.93,4.7,312,20
257753500,OLE JOHNNY,LM3802,NA,NA,NA,NA
257754500,STANGHOLM,LM3813,13.96,4.75,324,23
257755500,NY-TROFAST,LM3815,NA,NA,NA,NA
257755700,SAGABRIS,LM8646,10.24,3.3,115,9
257756600,EWUNIA,LK3986,7.5,2.8,30,3
257757000,PROWESS,LCUF,60.2,11.0,2250,NA
257757500,TORMO,LM3995,15.5,5.09,367,24
257757600,ODIN,LF5740,6.2,2.35,50,NA
257757890,HAVSTROEM,LE5942,9.71,2.85,150,6
257758500,TORGLIMT,LM4011,12.22,4.42,265,18
257758870,FISKUR,LJ4768,9.7,3.1,184,5
257759500,DUEN SENIOR,LM 4067,NA,NA,NA,NA
257759600,JAN GUNNAR,LG9174,14.99,6.4,525,NA
257759800,TASS,LF 5748,NA,NA,NA,NA
257760600,LEIK,LG8554,9.63,3.26,115,NA
257760700,SEGLVIK T-3-5,LG 8461,NA,NA,NA,NA
257762600,OLINE2,LF5215,8.84,3.84,500,NA
257762700,K-ULRIKSEN,LF5755,NA,NA,NA,NA
257763500,VILJAR,LG8648,NA,NA,NA,NA
257763800,ROTO,LF5757,NA,NA,NA,NA
257764500,STRAUMVAERING,LM4428,14.6,4.45,360,20
257765600,NAMO,LM6987,9.85,3.2,78,6
257765700,RAPPEN,LF5761,NA,NA,NA,NA
257767390,ODDEN,LG2656,12.99,5.14,350,NA
257767490,JOSBERG,LG2820,14.98,5.29,750,NA
257768500,LYSBOEN,LM5059,16.21,4.88,450,23
257768600,PEIK,LF5765,10.98,3.71,640,NA
257770500,ROSTBANKEN,LM5277,NA,NA,NA,NA
257771900,LENE W,LF5775,NA,NA,NA,NA
257772600,PONDUS F-95-LB,LG6283,NA,NA,NA,NA
257773500,TROND ANTON,LM6137,16.9,4.91,367,24
257774480,ALBION,LK 8960,NA,NA,NA,NA
257774500,M/S KROGH SENIOR,LM6275,15.76,4.66,300,24
257774700,VIKING,LF5783,NA,NA,NA,NA
257775500,SKJELLHOLM,LM6459,13.35,3.96,250,17
257776500,STRANDFLAESA,LM6677,15.45,4.88,275,24
257776700,ATLE SR.,LF5776,NA,NA,NA,NA
257777800,ISBJORN,LG8911,10.98,3.72,650,NA
257778800,SIKRINGSBAT 1 NOFO,LF6148,NA,NA,NA,NA
257779500,MAROYSKJER,LM9203,12.34,4.34,180,23
257781800,LEAH MARIE,LG 8925,NA,NA,NA,NA
257782500,KLOBUEN,LM 9984,NA,NA,NA,NA
257783500,TURBO,LNAD,18.39,5.22,325,55
257784600,WENCHE,LF6154,NA,NA,NA,NA
257785980,NYSTART,LM4255,9.57,3.12,127,7
257786700,RAMOEN,LDNV,75.05,16.0,4896,NA
257788700,HANS-R,LF5809,10.65,3.6,300,NA
257789500,REINSBAAEN,3YMA,15.53,5.06,255,22
257790800,DRONNINGA,LF5813,NA,NA,NA,NA
257791500,NOROEY,3YOR,14.02,4.27,190,19
257792080,MARITA,LJ9640,7.7,2.65,64,NA
257796600,JORUNN B,LG9400,9.87,3.08,420,NA
257797700,ELI R,LEFE,17.0,5.25,450,75
257797800,SEIKO,LF6166,NA,NA,NA,NA
257798600,CESAR,LF6167,NA,NA,NA,NA
257798700,ARNEY,LG8807,12.3,3.75,265,14
257800720,OYFJELL,LA5663,8.5,2.7,112,6
257801500,VIBEKE HELENE,JWTU,27.3,7.0,1060,NA
257802840,BLAATIND F-75-LB,LL6167,NA,NA,NA,NA
257803500,BRIMOEY,JXCR,19.6,6.0,500,80
257803700,VELSLEMOEY,LG 8904,NA,NA,NA,NA
257803800,STAUREN,LF6169,10.65,3.6,300,NA
257805500,VA 19 F   ATHENA 2,JXLO,18.03,5.32,552,49
257805800,MAGNUSSEN,LG9373,9.4,3.2,70,NA
257806000,HOLMOY,LCLP,69.7,16.0,7300,NA
257806500,SOMMEROYVERING,JXWA,27.11,6.4,720,NA
257806700,HENRIETTE E,LG9414,12.99,4.34,405,NA
257807700,SOLTIND,LF5849,NA,NA,NA,NA
257809500,HUGOYBAS,LCNO,27.4,6.36,720,NA
257809580,TORAN,LJ9780,NA,NA,NA,NA
257810500,NORDHAVN,LCTM,31.55,6.63,565,NA
257811700,TORNADO,LG9021,14.92,5.9,450,47
257811800,NESBUEN,LG8974,9.09,3.84,425,NA
257812500,SOLRAND F1G,LDRW,15.01,5.5,320,48
257812700,VAARBUEN,LG9650,10.99,4.45,410,NA
257814610,NORDTIND,LK5820,14.71,5.09,300,24
257815000,LEINEBJOERN,LCOJ,67.5,13.5,4705,NA
257816500,VEIDING,LFPA,27.4,6.1,425,NA
257816940,RAUNEFJORD,LK8763,12.09,3.95,250,14
257817500,GANGSTAD,LGSR,20.98,5.95,500,106
257819700,SACKURA,LF5877,7.8,2.72,30,4
257820500,VIKBERG,LHDY,15.94,4.85,310,28
257823500,KARL WILMAR,LK2612,14.95,5.2,343,24
257823800,GEIRMINATOR,LF5883,9.45,3.1,80,NA
257824500,SEINGEN,LK4084,20.25,5.4,525,55
257824850,SARNESJENTA,LN4582,7.95,2.83,68,5
257825500,TOMMY-JUNIOR,LK4168,19.01,5.8,320,99
257828600,ASTRID II,LG9404,10.05,2.86,435,NA
257829700,SAGA N-7-N,LM 5203,NA,NA,NA,NA
257830700,LILLE TRAALE,LM4077,8.05,2.77,96,5
257830800,BIFROST,LG9091,11.94,4.2,238,NA
257833800,SILVER,LF5898,NA,NA,NA,NA
257834500,HAVBRAATT 1,JWPP,20.99,6.0,470,97
257835170,BOLERO,LJ5497,7.85,2.83,40,4
257835500,FREDRIKSON,JWWI,NA,NA,NA,NA
257835600,LUSIU,LF5902,NA,NA,NA,NA
257836700,KAROLINE,LG9007,10.99,4.2,140,NA
257837600,HELENA,LG9114,10.65,5.0,320,NA
257838500,SKAAR JR,LG9365,9.99,3.6,400,NA
257838800,RAGNI,LF6193,10.99,4.7,265,NA
257841700,AIKO,LF5918,NA,NA,NA,NA
257842500,SKOMVAERFISK,JXMK,23.08,7.0,660,187
257843600,KAROLIUSSEN,LF 5923,NA,NA,NA,NA
257846600,SOMMAROEY,LF5932,10.99,4.81,265,24
257848500,ENJA,LG9281,10.99,4.05,178,NA
257848800,ANITA^-^,LF5941,NA,NA,NA,NA
257849380,MAAKEN,LK 5900,NA,NA,NA,NA
257849800,GLIMT,LK5338,7.87,2.61,82,4
257850500,H LARSEN,LDIW,27.49,6.8,786,NA
257851900,ANN LOUISE,LG9418,10.05,4.5,240,NA
257852000,HAUGAGUT,LKUX,69.95,15.0,4896,NA
257852900,TEIST,LK7384,10.57,3.13,310,NA
257853190,GRETA,LG3631,10.66,4.0,425,NA
257853700,LANGNES,LM7689,8.59,2.65,68,6
257853990,LAMOCINE,LE7167,NA,NA,NA,NA
257855500,OKSNESVAERING,LION,26.27,6.7,600,184
257855600,MACH1,LG6584,10.4,3.6,370,NA
257857750,RISOEY,LG3330,10.05,3.36,369,NA
257857800,GUSTAV,LF5955,8.03,2.8,53,4
257859260,BOLGEN,LK6708,10.58,3.78,125,12
257860500,VESTAVIND,LK2444,17.84,5.6,600,79
257862500,CHARMI,LK3293,14.98,5.85,368,24
257863500,ANNE SOFIE,LK3697,14.99,5.5,329,25
257864800,FROYHAV,LG9170,14.95,6.5,500,NA
257865500,HASTING,LLMP,21.32,6.4,730,132
257865600,KROSSANES,LG9192,10.48,3.46,440,NA
257866500,SOLVAERGUTT,LMFG,21.32,7.1,448,138
257867500,ALF SENIOR,LMMI,19.02,5.67,389,43
257867740,SANDOEY,LK8626,9.9,3.43,120,NA
257871500,YMER,LNHQ,NA,NA,NA,NA
257873600,OLIVIA,LF6201,8.7,3.3,420,NA
257873700,POSTNES F-31-LB,LF 5975,NA,NA,NA,NA
257876700,KOLLBEIN,LF5392,9.1,2.8,48,7
257877590,DAENG,LE7351,NA,NA,NA,NA
257877600,BELL ROCK,LF5980,10.2,4.0,270,11
257877800,THOR,LG9171,10.98,3.72,650,NA
257878700,EVENGUTT,LG2226,12.06,3.95,185,NA
257880500,SVANFJELL,JXSD,18.55,6.0,390,95
257881500,REYNIR F-58-LB,LM7383,NA,NA,NA,NA
257882500,LONNINGEN-1,LALI,NA,NA,NA,NA
257883500,SKOTTIND,LCUN,20.6,5.36,650,80
257885800,AASVIC,LF5998,7.01,2.5,29,NA
257886500,LONGYEAR,LGHI,25.07,7.01,565,129
257887600,NORTHGUIDER,LEHW,55.2,13.0,3750,NA
257887840,FRAMMEN,LL7356,8.84,3.2,67,NA
257888000,HAVSNURP,LCOE,62.6,12.8,4021,NA
257888500,FLOSUND,LNWW,27.3,7.01,990,NA
257888700,MIRIAM,LG9186,10.6,3.44,350,NA
257895500,GEIR ROGER,LGOD,NA,NA,NA,NA
257898500,ROSENVOLL,LAPL,18.6,5.89,480,107
257900800,OLUF   98038709,LF6013,NA,NA,NA,NA
257903600,CASTRO,LG9229,9.55,3.42,370,NA
257903700,BALUBA,LG9150,14.95,6.0,318,51
257905600,ERATO,LG9238,10.66,3.42,370,NA
257906800,TRANOY,LG9226,10.98,4.61,550,NA
257908700,BJORNHOLM JUNIOR,LG9241,10.66,3.42,369,NA
257908900,CARMENCITA,LF6023,NA,NA,NA,NA
257910500,SJOFLU,LK2053,10.64,3.85,150,16
257911600,EMILIE H,LEAE,27.96,6.3,600,NA
257913000,EROS,LCNG,77.5,16.6,5440,NA
257913600,SJARK OLGA,LF6028,NA,NA,NA,NA
257916150,TJELD,LN5769,NA,NA,NA,NA
257919380,M/S RAPP,LE2775,NA,NA,NA,NA
257921600,MAATIND,LG9270,10.99,4.3,300,NA
257921700,OYAAD,LG9129,10.99,4.2,285,NA
257922600,THOR-ARILD,LG9182,14.95,6.5,600,NA
257923140,TOMMY,LK9060,NA,NA,NA,NA
257925700,KVEITA,LF6041,10.65,3.6,300,NA
257925800,ABELUNA,LG9284,NA,NA,NA,NA
257926700,EDITH,LF6042,NA,NA,NA,NA
257926800,SOLSKJAR,LG9271,10.99,4.47,305,NA
257927000,BALLSTADOEY,LFGX,34.85,9.6,1000,NA
257927500,STORMFUGLEN,,NA,NA,NA,NA
257928260,DYPINGEN,LD9731,10.42,3.4,290,NA
257928410,TORBAAEN,LD7429,NA,NA,NA,NA
257929800,SORBIA F-115-LB,LF6058,NA,NA,NA,NA
257933500,NY-GLIMT,LM6637,13.05,3.58,245,15
257936800,SAMANTA,LF6059,7.9,2.9,130,NA
257937500,ROESTBANKEN VEST,JWRA,18.3,5.3,350,40
257938500,KINE JOHANNE,LM 7092,NA,NA,NA,NA
257938700,ELLI KETILS,,NA,NA,NA,NA
257938940,SILJE HELEN,LL8076,10.61,3.05,187,NA
257939500,BJOERNTIND,LM5917,17.24,4.77,440,39
257939600,BJORNSSON,LG9550,10.97,3.74,750,NA
257942500,JAN BJOERN,LM4902,NA,NA,NA,NA
257943500,ARGO,LG9711,14.95,6.55,500,NA
257946000,LIAFJORD,LCOV,64.0,13.8,6000,NA
257947600,JUNIOR,LG9575,NA,NA,NA,NA
257948500,JULIE,LF6239,NA,NA,NA,NA
257949220,SMOLTEN,LA7382,7.85,2.85,55,NA
257950130,SOFIE,LD4950,10.3,3.2,160,NA
257951470,MALENE,LJ6551,NA,NA,NA,NA
257951500,UTVAER,LK2617,12.2,4.18,245,19
257952500,VIKING 1,LK3175,12.44,3.9,250,12
257953500,RAANES VIKING,LK5016,12.32,3.98,245,19
257954500,LILJO,LK5030,10.98,4.69,250,20
257955500,FROEYDIS MARIE,LK 5124,NA,NA,NA,NA
257958470,SEA QUEST,LJ6610,NA,NA,NA,NA
257958500,MAGNY,LM3536,14.75,4.69,235,20
257958700,HAVBRYN,LF5472,10.65,3.6,300,NA
257959450,STRATOS 2,LN6332,NA,NA,NA,NA
257961500,NIKITA,LM5584,10.62,4.12,245,14
257963000,FUGLOYFJORD,LCVG,34.07,9.5,1000,NA
257963610,SUNDSVAERING,LM2522,9.25,3.2,72,NA
257964500,BORHELLA,LM6586,15.36,4.8,400,46
257965050,SANDORA F-70-G,LN6409,9.48,3.17,124,NA
257967600,OYSTEINSON,LG9748,10.98,3.64,254,NA
257972040,STRAUMOEY,LF4274,NA,NA,NA,NA
257972500,HAAHEIM,,NA,NA,NA,NA
257975500,JACOB JENSSEN,JXGQ,NA,NA,NA,NA
257975660,FONNES JUNIOR,LJ2180,NA,NA,NA,NA
257976500,SJONGLOER,LFEP,19.2,5.36,320,41
257978500,SENNHOLMEN,LKND,NA,NA,NA,NA
257979500,SORWAAG,LK3633,14.05,5.0,250,23
257979790,POLARULV,3YLZ,NA,NA,NA,NA
257980500,LUNA,LM4081,15.44,4.88,400,24
257981270,DOENNING,LM5189,8.63,2.71,51,6
257984230,SEA-LADY,LK3466,10.5,3.46,180,11
257985270,SILVER BOY,LJ 6843,NA,NA,NA,NA
257986500,RUBICON,LK3620,10.37,4.05,112,17
257989530,TERNA,LD9099,5.6,2.15,2007,NA
257994890,ELISE,LG3505,10.42,3.42,369,NA
257997000,KVANNOY,LKUF,78.0,15.5,4896,NA
258002120,THOR,LE8566,NA,NA,NA,NA
258015500,TEINESKJAER,LNGY,20.12,7.04,600,161
258027020,IRIS ANETTE,LE8788,NA,NA,NA,NA
258035000,STRAUMBAS,LIOD,38.32,8.24,1000,NA
258036000,STORMFUGLEN,LIWS,42.0,7.62,1800,NA
258037000,LOFOTHAV,LLYH,23.85,7.5,720,212
258045000,LOENNOEY,LLXE,NA,NA,NA,NA
258052000,SUNDEROEY,LMJP,56.2,14.0,6000,NA
258054000,CETUS,JXML,53.0,11.2,3264,NA
258057000,GRANIT,LAMY,67.4,14.0,4500,1312
258067000,KAAGTIND,LIZY,50.75,10.33,2400,477
258071000,MORTEN EINAR,JWQU,67.5,11.5,3300,999
258074000,GULLHOLMEN,JWZQ,19.78,6.4,600,123
258078000,FROYSTEIN,LLJD,18.05,5.8,473,80
258083000,BRATTSKJAER,LDAA,34.85,9.6,1018,NA
258084000,MANIITSOQ,LAIJ,44.65,9.14,1500,497
258086000,SENIOR,LAQD,63.5,12.0,4030,NA
258086960,HENRIK,LK3958,8.82,3.24,90,6
258096340,INGRID KRISTINE,LG2365,NA,NA,NA,NA
258098000,SJOEGLANS,LIKQ,37.52,9.25,1000,NA
258099000,KVITUNGEN,LGPZ,46.59,7.5,1710,NA
258107240,SMILER,LI4567,NA,NA,NA,NA
258121290,TROTTVIK F-88-LB,LI5515,7.85,2.6,50,NA
258128000,FORTUNA,LAPP,27.49,9.0,1000,NA
258138000,GERDA MARIE,LAUP,65.0,12.6,4200,NA
258139000,ANTARCTIC SEA,LAWR,133.88,19.87,5310,NA
258140470,RINGJEN,LNFN,NA,NA,NA,NA
258143000,BJOERNSON,LK-4154,NA,NA,NA,NA
258147000,LISE-BEATE,LLYL,36.39,8.5,1197,NA
258152150,NOPROBLEM 3,LI7390,NA,NA,NA,NA
258154000,HUSBY SENIOR,LCGZ,NA,NA,NA,NA
258169320,PECES,LL 3128,NA,NA,NA,NA
258169530,MAIKEN,LL3153,NA,NA,NA,NA
258171040,NATSHA,LL3314,NA,NA,NA,NA
258172220,SARA II,LL3406,NA,NA,NA,NA
258174000,LEINEBRIS,LCIK,58.0,13.4,3536,NA
258183000,KLOTIND,LLLI,27.43,9.5,1020,NA
258185000,KASFJORD,JWOD,45.42,9.24,2240,299
258186000,LANGENES,JXJU,56.0,12.4,3060,571
258191500,VALMOEY,LG2452,NA,NA,NA,NA
258191550,LUKKO,LL5214,NA,NA,NA,NA
258194000,JORGE R.,LAHA,NA,NA,NA,NA
258205000,ARCTIC PIONEER,LDQA,44.9,8.5,850,NA
258216000,EIGENES,LANW,27.13,7.08,1200,NA
258217000,KROSSFJORD,LMPZ,61.88,13.2,4270,NA
258224000,OLAVSON,LJLI,21.7,5.73,370,57
258228000,SLETTHOLMEN,LAVF,35.49,9.25,1000,NA
258238000,NORDFISK,LLVK,64.0,13.0,4700,NA
258247424,H.OSTERV-LD,LMBX,68.8,13.8,6180,NA
258249580,STAALPER,LA3807,NA,NA,NA,NA
258254450,KAROLINE,LA4542,NA,NA,NA,NA
258261000,JUVEL,LAZH,99.5,16.0,8200,NA
258262000,KETLIN,LMRJ,48.2,10.0,2240,NA
258265000,NORDERVEG,LGWK,74.6,13.6,6000,NA
258269850,VICTORIA,LG9257,10.01,3.42,369,NA
258276370,M/B MALABARSK,LF9790,NA,NA,NA,NA
258290000,REINEFJORD,LGIF,27.15,7.0,630,176
258299720,IRJA,LA2589,NA,NA,NA,NA
258303000,SJOBRIS,JWSG,69.94,12.0,3000,NA
258307000,KYSTFISK,LG3440,10.97,3.76,635,NA
258308000,BIRKELAND,LMWI,68.8,13.8,6120,NA
258317500,MONICA,LG4315,NA,NA,NA,NA
258319000,DELFIN,LMTR,34.9,9.5,1300,323
258324000,BUEFJORD,LLND,32.42,8.85,1520,NA
258327000,HEDDA,LNEV,NA,NA,NA,NA
258334000,FRANTSEN JUNIOR,LJDR,54.27,8.53,2000,589
258351000,KELTIC,LJSL,43.2,8.0,825,NA
258354000,ENDRE DYROY,LLNU,64.0,13.0,4700,NA
258358000,RINGBAS,L E D H,NA,NA,NA,NA
258360000,NORDSTAR,LHXV,75.5,13.0,4200,NA
258371000,JERGUL,LGEB,NA,NA,NA,NA
258380500,BERGHOLM,3YHZ,NA,NA,NA,NA
258381500,ODD KAARE,LG5035,NA,NA,NA,NA
258382000,NORAFJELL,JXAY,NA,NA,NA,NA
258387000,POLARIS,LCER,54.95,12.19,1250,NA
258393000,FINNMARKSFISK,LIVH,NA,NA,NA,NA
258397000,STORNES,JXOK,47.7,11.2,3264,499
258410000,HERMES,LLOP,55.0,13.2,5200,NA
258412000,GAMBLER,LELC,69.65,9.8,4080,NA
258425000,FISKESKJER,LDXH,75.4,15.6,10200,NA
258442000,ERO,LLOS,16.1,6.02,460,63
258449000,HERMON,LLGQ,18.25,6.28,500,90
258470000,SEGLA,LLZL,36.39,8.5,1197,NA
258471000,FANOEYVAAG,LCRO,27.97,8.5,1020,NA
258483000,FROYANES SENIOR,LAYK,46.58,10.0,1521,NA
258498000,SKAARHOLM,LANV,23.95,6.7,940,171
258503000,ROWENTA,LLWF,25.33,6.7,830,177
258503910,RONGOEY,LM9655,NA,NA,NA,NA
258507810,FLOESKJAER,LG 3985,NA,NA,NA,NA
258508110,TOBIAS R,LG3750,10.42,3.42,369,NA
258512610,BLAAMYRA,LG4459,10.66,4.0,425,NA
258516910,BAATSMAN3,LG4540,14.6,6.35,400,NA
258517000,G.M. DANNEVIG,LINW,NA,NA,NA,NA
258518710,NORDTIND,LM5661,10.6,3.9,120,14
258519510,SOMMAROYBUEN,LG4903,10.65,4.5,291,NA
258520000,DUNOEY,LNTI,NA,NA,NA,NA
258522000,RINGASKJAER,LCCX,NA,NA,NA,NA
258523000,DR.FRIDTJOF NANSEN,LGWS,NA,NA,NA,NA
258524000,HELLSKJAER,LGWN,23.56,7.3,500,195
258526000,HAUGE JUNIOR,LAVO,NA,NA,NA,NA
258526810,KRISTINA,LG5195,10.65,3.96,230,NA
258529000,MATS-ERIK,LICI,22.5,6.07,520,111
258529810,VIKTORIA LIF F-41-G,LM6592,9.45,3.2,95,7
258530810,APOLLO,LE9308,10.63,3.58,330,NA
258535000,ARCTIC SWAN,LMAC,64.0,14.6,6000,NA
258537110,VAGHOLM,LM2661,10.6,3.8,190,12
258541000,SMAAHAUG SENIOR,LFFQ,27.39,6.8,608,109
258542000,KLONDYKE,LCCZ,26.25,7.0,990,NA
258544000,EDVIN OLAI,LK9908,12.85,5.5,280,NA
258545000,HAVBAARA,LAVY,20.48,8.17,650,NA
258547000,SLAATTEROY,LMMS,67.4,13.0,8500,NA
258552000,ICE FJORD,LEHB,60.33,11.0,3400,NA
258553000,SKAGOYSUND,LMUR,38.05,9.0,1414,NA
258560610,ARVID,LE9606,NA,NA,NA,NA
258563000,ATLANTIC STAR,LMBG,74.8,13.0,4590,NA
258566510,LILLEGUTT,LE 9665,NA,NA,NA,NA
258568010,KRISTIN,LM6015,9.72,3.41,95,12
258569000,ROSTNESVAAG,LEDC,53.47,9.0,1600,298
258590000,HEROYFJORD,LAXI,67.9,12.5,7500,NA
258637000,ROGNE,LDGS,69.9,14.2,4080,NA
258654000,KINGS BAY,LCNN,77.5,16.6,5500,NA
258678000,SALVOEY,LECG,41.1,7.8,990,NA
258684000,TORBAS,LFMP,NA,NA,NA,NA
258732000,HAVSTRAND,LDBR,69.9,15.4,6120,NA
258773000,LIGRUNN,LDAK,64.0,13.8,4023,NA
258778000,GADUS POSEIDON,LDAL,69.8,15.6,6400,NA
258796413,LU LONG YU 2010,000000,NA,NA,NA,NA
258797000,BREIVIK JUNIOR,LDZC,34.07,9.5,749,499
258874000,VOLSTAD,3YYB,74.7,15.4,5800,NA
258943000,ATLANTIC VIKING,LDCO,74.7,15.4,5800,NA
258944000,VENDLA,LCYN,76.4,15.6,4000,NA
258984000,HOPEN,LDSF,74.0,16.0,8000,NA
258987930,STERO,LG7400,10.96,3.42,343,NA
258990190,LUPUS,LI9215,NA,NA,NA,NA
258991000,HEROYHAV,LDFB,69.95,15.0,3400,NA
258991280,STIG MAGNAR,LG7862,10.96,3.42,369,NA
258995160,GUNNAR,LI9612,NA,NA,NA,NA
258996140,WILHELMINA F-3-G,LI9690,NA,NA,NA,NA
258996370,BRUSE,LI9709,NA,NA,NA,NA
258996380,BISMARCK F-78-G,LI9710,NA,NA,NA,NA
258996620,SILVERVAAG,LDRA,23.79,7.27,880,207
258999020,MYHRA,LI9920,NA,NA,NA,NA
259023000,GEIR II,3YNB,51.3,12.4,2400,NA
259033000,ANTARCTIC NAVIGATOR,LAXU,NA,NA,NA,NA
259092000,BERNT OSKAR,3YCU,36.5,9.25,1000,NA
259102000,BIRGERSON,LCRI,21.26,6.98,506,144
259103000,KJELSVIK,JXPS,27.4,8.0,940,NA
259106000,KONGSFJORD,JWRB,53.2,13.0,4395,NA
259109000,KATO,LLJC,38.24,7.62,1075,NA
259111000,TRYGVASON,LNUN,NA,NA,NA,NA
259118000,SJOVIK,JWLQ,27.49,6.5,720,NA
259122000,HAAFLU R 5 B,LDQV,41.18,7.1,2100,NA
259127000,GLOMFJORD,LHBI,NA,NA,NA,NA
259128000,MEREDIAN,JXNI,29.4,8.6,960,NA
259129000,TALBOR,LLQM,64.0,13.0,4800,NA
259130000,SVANAUG ELISE,LLRD,64.0,13.0,4700,NA
259131000,SKULEBAS,LFXK,NA,NA,NA,NA
259132000,KNESTER,JWNI,71.1,14.4,6120,NA
259137000,POLAR ATLANTIC,LGML,32.45,7.32,660,NA
259154000,M/S BOGASUND,JXVP,19.79,7.0,505,137
259165000,ROLLEIVSON,LLWX,NA,NA,NA,NA
259166000,ELISABETH,LHEA,60.9,11.6,3600,NA
259178000,KAMARO,JXDZ,38.78,8.0,917,NA
259180000,LUROYBAS,JWVR,27.4,7.5,870,184
259185000,HAUGEFISK,LGNG,NA,NA,NA,NA
259200000,SKARHOLMEN,LNQL,26.2,8.0,980,236
259203000,NORDSILD,LLRK,27.42,8.5,999,NA
259205000,ALBACORE,LADH,26.13,6.7,780,181
259207000,SOLSKJEAR,LNYK,NA,NA,NA,NA
259208000,TRONDERKARI,LLVN,33.95,9.4,1600,NA
